0PolicyExecTime,0EnvExecTime,0ProcessExecTime,0AverageReturn,0ExplainedVariance,0NumTrajs,0Entropy,0Perplexity,0StdReturn,0MaxReturn,0MinReturn,0AverageForwardProgress,0MaxForwardProgress,0MinForwardProgress,0StdForwardProgress,0AveragePolicyStd,ComputeUpdatedDistTime,1PolicyExecTime,1EnvExecTime,1ProcessExecTime,1AverageReturn,1ExplainedVariance,1NumTrajs,1Entropy,1Perplexity,1StdReturn,1MaxReturn,1MinReturn,1AverageForwardProgress,1MaxForwardProgress,1MinForwardProgress,1StdForwardProgress,1AveragePolicyStd,2PolicyExecTime,2EnvExecTime,2ProcessExecTime,2AverageReturn,2ExplainedVariance,2NumTrajs,2Entropy,2Perplexity,2StdReturn,2MaxReturn,2MinReturn,2AverageForwardProgress,2MaxForwardProgress,2MinForwardProgress,2StdForwardProgress,2AveragePolicyStd,3PolicyExecTime,3EnvExecTime,3ProcessExecTime,3AverageReturn,3ExplainedVariance,3NumTrajs,3Entropy,3Perplexity,3StdReturn,3MaxReturn,3MinReturn,3AverageForwardProgress,3MaxForwardProgress,3MinForwardProgress,3StdForwardProgress,3AveragePolicyStd,MeanKLBefore,MeanKL,LossBefore,LossAfter,dLoss,Time,ItrTime
2.3877596855163574,16.669198036193848,0.12996363639831543,4.20655125904798,0.47900681772958253,60,11.351506,85093.52,7.545371035707958,21.09876918916682,-8.161207586037321,0.012813251498635271,0.34587335088648646,-0.23285334258285942,0.15043178936990273,1.0,0.07499027252197266,3.1910557746887207,23.26397156715393,0.1389319896697998,4.421700768418405,0.49944286238074054,60,11.35617,85491.28,6.978779261729372,22.338428689122505,-9.627182217086265,0.016869355706854196,0.3822809027435018,-0.25769488640674404,0.13990010911988193,1.0005863,3.0503549575805664,14.337843656539917,0.181959867477417,5.506905915068211,0.4207264438412497,60,11.353051,85225.09,6.456785431298859,23.154027809844656,-15.26827340821001,0.03858144212256888,0.39436538854990105,-0.37210753338432195,0.1286389456154204,1.0001979,2.715217351913452,13.371896028518677,0.22058486938476562,7.338693207964586,0.5513339913332056,60,11.37038,86714.85,5.909539821905892,20.294715865121745,-5.916497852783905,0.07320727750915478,0.326080654601028,-0.1903479460257679,0.11835022687712918,1.002369,0.009891192,0.05478243,-0.0018204782,-0.31497225,0.31315178,122.77574062347412,122.77574062347412
